FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
1130,5,82338,Anthochaera phrygia,Regent Honeyeater,117689174.0625,64552.6951196095
1130,5,744,Lathamus discolor,Swift Parrot,117689174.0625,64552.6951196095
1130,5,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",117689174.0625,64552.6951196095
1131,5,1001,Botaurus poiciloptilus,Australasian Bittern,39517181.6796875,25331.5049313038
1131,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",39517181.6796875,25331.5049313038
1131,5,82338,Anthochaera phrygia,Regent Honeyeater,39517181.6796875,25331.5049313038
1131,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",39517181.6796875,25331.5049313038
1131,5,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",39517181.6796875,25331.5049313038
1132,5,1001,Botaurus poiciloptilus,Australasian Bittern,101491662.761719,69864.4522720937
1132,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",101491662.761719,69864.4522720937
1132,5,942,Erythrotriorchis radiatus,Red Goshawk,101491662.761719,69864.4522720937
1132,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",101491662.761719,69864.4522720937
1132,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",101491662.761719,69864.4522720937
1133,5,1001,Botaurus poiciloptilus,Australasian Bittern,123538361.554688,62997.0974243314
1133,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",123538361.554688,62997.0974243314
1133,5,744,Lathamus discolor,Swift Parrot,123538361.554688,62997.0974243314
1133,5,64415,Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",123538361.554688,62997.0974243314
1133,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",123538361.554688,62997.0974243314
1134,5,1001,Botaurus poiciloptilus,Australasian Bittern,228156582.617188,85519.1048064792
1134,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",228156582.617188,85519.1048064792
1134,5,934,Leipoa ocellata,Malleefowl,228156582.617188,85519.1048064792
1134,5,747,Neophema chrysogaster,Orange-bellied Parrot,228156582.617188,85519.1048064792
1134,5,56791,Craterocephalus fluviatilis,Murray Hardyhead,228156582.617188,85519.1048064792
1135,5,1001,Botaurus poiciloptilus,Australasian Bittern,193284845.242188,88968.5400812227
1135,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",193284845.242188,88968.5400812227
1135,5,934,Leipoa ocellata,Malleefowl,193284845.242188,88968.5400812227
1135,5,747,Neophema chrysogaster,Orange-bellied Parrot,193284845.242188,88968.5400812227
1135,5,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",193284845.242188,88968.5400812227
1136,5,1001,Botaurus poiciloptilus,Australasian Bittern,307398834.441406,88637.3357290209
1136,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",307398834.441406,88637.3357290209
1136,5,934,Leipoa ocellata,Malleefowl,307398834.441406,88637.3357290209
1136,5,906,Pedionomus torquatus,Plains-wanderer,307398834.441406,88637.3357290209
1136,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",307398834.441406,88637.3357290209
1137,5,1001,Botaurus poiciloptilus,Australasian Bittern,39682258.1796875,25390.8212511187
1137,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",39682258.1796875,25390.8212511187
1137,5,747,Neophema chrysogaster,Orange-bellied Parrot,39682258.1796875,25390.8212511187
1137,5,82338,Anthochaera phrygia,Regent Honeyeater,39682258.1796875,25390.8212511187
1137,5,744,Lathamus discolor,Swift Parrot,39682258.1796875,25390.8212511187
1138,5,1001,Botaurus poiciloptilus,Australasian Bittern,78309274.1953125,39270.5192484065
1138,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",78309274.1953125,39270.5192484065
1138,5,747,Neophema chrysogaster,Orange-bellied Parrot,78309274.1953125,39270.5192484065
1138,5,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,78309274.1953125,39270.5192484065
1138,5,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,78309274.1953125,39270.5192484065
1139,5,942,Erythrotriorchis radiatus,Red Goshawk,1357800679.54688,380990.683683349
1139,5,744,Lathamus discolor,Swift Parrot,1357800679.54688,380990.683683349
1139,5,225,Petrogale penicillata,Brush-tailed Rock-wallaby,1357800679.54688,380990.683683349
1139,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1357800679.54688,380990.683683349
1139,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1357800679.54688,380990.683683349
1140,6,1001,Botaurus poiciloptilus,Australasian Bittern,34902615.328125,23673.3703510586
1140,6,942,Erythrotriorchis radiatus,Red Goshawk,34902615.328125,23673.3703510586
1140,6,744,Lathamus discolor,Swift Parrot,34902615.328125,23673.3703510586
1140,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34902615.328125,23673.3703510586
1140,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",34902615.328125,23673.3703510586
1140,6,1656,Delma torquata,"Adorned Delma, Collared Delma",34902615.328125,23673.3703510586
1141,6,1001,Botaurus poiciloptilus,Australasian Bittern,37140724.3984375,24477.5815700666
1141,6,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",37140724.3984375,24477.5815700666
1141,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",37140724.3984375,24477.5815700666
1141,6,330,Dasyurus geoffroii,"Chuditch, Western Quoll",37140724.3984375,24477.5815700666
1141,6,229,Setonix brachyurus,Quokka,37140724.3984375,24477.5815700666
1141,6,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",37140724.3984375,24477.5815700666
1142,6,1001,Botaurus poiciloptilus,Australasian Bittern,294390035.117188,148164.690241552
1142,6,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",294390035.117188,148164.690241552
1142,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",294390035.117188,148164.690241552
1142,6,934,Leipoa ocellata,Malleefowl,294390035.117188,148164.690241552
1142,6,330,Dasyurus geoffroii,"Chuditch, Western Quoll",294390035.117188,148164.690241552
1142,6,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",294390035.117188,148164.690241552
1143,6,1001,Botaurus poiciloptilus,Australasian Bittern,36641338.859375,24298.1392654796
1143,6,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",36641338.859375,24298.1392654796
1143,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",36641338.859375,24298.1392654796
1143,6,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",36641338.859375,24298.1392654796
1143,6,330,Dasyurus geoffroii,"Chuditch, Western Quoll",36641338.859375,24298.1392654796
1143,6,1765,Chelonia mydas,Green Turtle,36641338.859375,24298.1392654796
1144,6,1001,Botaurus poiciloptilus,Australasian Bittern,491713933.917969,110018.184549111
1144,6,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",491713933.917969,110018.184549111
1144,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",491713933.917969,110018.184549111
1144,6,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",491713933.917969,110018.184549111
1144,6,330,Dasyurus geoffroii,"Chuditch, Western Quoll",491713933.917969,110018.184549111
1144,6,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",491713933.917969,110018.184549111
1145,6,942,Erythrotriorchis radiatus,Red Goshawk,668579714.089844,225675.515313583
1145,6,564,Amytornis woodwardi,"White-throated Grasswren, Yirlinkirrkirr",668579714.089844,225675.515313583
1145,6,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,668579714.089844,225675.515313583
1145,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",668579714.089844,225675.515313583
1145,6,83161,Bellatorias obiri,Arnhem Land Egernia,668579714.089844,225675.515313583
1145,6,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfis",668579714.089844,225675.515313583
1146,6,942,Erythrotriorchis radiatus,Red Goshawk,35656502.140625,23944.2616177054
1146,6,82338,Anthochaera phrygia,Regent Honeyeater,35656502.140625,23944.2616177054
1146,6,744,Lathamus discolor,Swift Parrot,35656502.140625,23944.2616177054
1146,6,225,Petrogale penicillata,Brush-tailed Rock-wallaby,35656502.140625,23944.2616177054
1146,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35656502.140625,23944.2616177054
1146,6,1765,Chelonia mydas,Green Turtle,35656502.140625,23944.2616177054
1147,6,942,Erythrotriorchis radiatus,Red Goshawk,173980915.488281,83398.5266127433
1147,6,82338,Anthochaera phrygia,Regent Honeyeater,173980915.488281,83398.5266127433
1147,6,744,Lathamus discolor,Swift Parrot,173980915.488281,83398.5266127433
1147,6,225,Petrogale penicillata,Brush-tailed Rock-wallaby,173980915.488281,83398.5266127433
1147,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",173980915.488281,83398.5266127433
1147,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",173980915.488281,83398.5266127433
1148,5,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",1420878611.60547,400737.278876513
1148,5,282,Macrotis lagotis,Greater Bilby,1420878611.60547,400737.278876513
1148,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1420878611.60547,400737.278876513
1148,5,1765,Chelonia mydas,Green Turtle,1420878611.60547,400737.278876513
1148,5,1115,Aipysurus apraefrontalis,Short-nosed Seasnake,1420878611.60547,400737.278876513
1149,6,1001,Botaurus poiciloptilus,Australasian Bittern,266292793.328125,99213.9946302486
1149,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",266292793.328125,99213.9946302486
1149,6,906,Pedionomus torquatus,Plains-wanderer,266292793.328125,99213.9946302486
1149,6,14030,Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",266292793.328125,99213.9946302486
1149,6,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",266292793.328125,99213.9946302486
1149,6,56791,Craterocephalus fluviatilis,Murray Hardyhead,266292793.328125,99213.9946302486
1150,6,1001,Botaurus poiciloptilus,Australasian Bittern,201895808.933594,58537.1175782376
1150,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",201895808.933594,58537.1175782376
1150,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",201895808.933594,58537.1175782376
1150,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",201895808.933594,58537.1175782376
1150,6,1765,Chelonia mydas,Green Turtle,201895808.933594,58537.1175782376
1150,6,1767,Lepidochelys olivacea,Olive R,201895808.933594,58537.1175782376
1151,6,1001,Botaurus poiciloptilus,Australasian Bittern,821498009.421875,223769.871334046
1151,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",821498009.421875,223769.871334046
1151,6,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",821498009.421875,223769.871334046
1151,6,82338,Anthochaera phrygia,Regent Honeyeater,821498009.421875,223769.871334046
1151,6,744,Lathamus discolor,Swift Parrot,821498009.421875,223769.871334046
1151,6,1765,Chelonia mydas,Green Turtle,821498009.421875,223769.871334046
1152,6,1001,Botaurus poiciloptilus,Australasian Bittern,705471612.8125,229188.060888634
1152,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",705471612.8125,229188.060888634
1152,6,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",705471612.8125,229188.060888634
1152,6,82338,Anthochaera phrygia,Regent Honeyeater,705471612.8125,229188.060888634
1152,6,744,Lathamus discolor,Swift Parrot,705471612.8125,229188.060888634
1152,6,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",705471612.8125,229188.060888634
1153,6,1001,Botaurus poiciloptilus,Australasian Bittern,269322390.453125,152434.319834602
1153,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",269322390.453125,152434.319834602
1153,6,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",269322390.453125,152434.319834602
1153,6,82338,Anthochaera phrygia,Regent Honeyeater,269322390.453125,152434.319834602
1153,6,744,Lathamus discolor,Swift Parrot,269322390.453125,152434.319834602
1153,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",269322390.453125,152434.319834602
1154,6,1001,Botaurus poiciloptilus,Australasian Bittern,549731648.328125,159616.817658884
1154,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",549731648.328125,159616.817658884
1154,6,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",549731648.328125,159616.817658884
1154,6,82338,Anthochaera phrygia,Regent Honeyeater,549731648.328125,159616.817658884
1154,6,744,Lathamus discolor,Swift Parrot,549731648.328125,159616.817658884
1154,6,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",549731648.328125,159616.817658884
1155,5,1001,Botaurus poiciloptilus,Australasian Bittern,2889715011.375,589436.668766561
1155,5,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,2889715011.375,589436.668766561
1155,5,744,Lathamus discolor,Swift Parrot,2889715011.375,589436.668766561
1155,5,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",2889715011.375,589436.668766561
1155,5,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,2889715011.375,589436.668766561
1156,5,942,Erythrotriorchis radiatus,Red Goshawk,489208173.441406,188051.662783132
1156,5,744,Lathamus discolor,Swift Parrot,489208173.441406,188051.662783132
1156,5,225,Petrogale penicillata,Brush-tailed Rock-wallaby,489208173.441406,188051.662783132
1156,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",489208173.441406,188051.662783132
1156,5,1656,Delma torquata,"Adorned Delma, Collared Delma",489208173.441406,188051.662783132
1157,5,942,Erythrotriorchis radiatus,Red Goshawk,349089986.699219,154593.14982335
1157,5,744,Lathamus discolor,Swift Parrot,349089986.699219,154593.14982335
1157,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",349089986.699219,154593.14982335
1157,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",349089986.699219,154593.14982335
1157,5,1656,Delma torquata,"Adorned Delma, Collared Delma",349089986.699219,154593.14982335
1158,5,942,Erythrotriorchis radiatus,Red Goshawk,104410016.179688,47273.5339396547
1158,5,744,Lathamus discolor,Swift Parrot,104410016.179688,47273.5339396547
1158,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",104410016.179688,47273.5339396547
1158,5,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",104410016.179688,47273.5339396547
1158,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",104410016.179688,47273.5339396547
1159,5,942,Erythrotriorchis radiatus,Red Goshawk,528046978.382813,203029.203362191
1159,5,744,Lathamus discolor,Swift Parrot,528046978.382813,203029.203362191
1159,5,1935,Philoria kundagungan,Mountain Frog,528046978.382813,203029.203362191
1159,5,225,Petrogale penicillata,Brush-tailed Rock-wallaby,528046978.382813,203029.203362191
1159,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",528046978.382813,203029.203362191
1160,5,942,Erythrotriorchis radiatus,Red Goshawk,248144205.96875,95730.4891475454
1160,5,744,Lathamus discolor,Swift Parrot,248144205.96875,95730.4891475454
1160,5,19162,Rhodomyrtus psidioides,Native Guava,248144205.96875,95730.4891475454
1160,5,225,Petrogale penicillata,Brush-tailed Rock-wallaby,248144205.96875,95730.4891475454
1160,5,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",248144205.96875,95730.4891475454
1161,5,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,1124963981.13867,384586.929091297
1161,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1124963981.13867,384586.929091297
1161,5,1765,Chelonia mydas,Green Turtle,1124963981.13867,384586.929091297
1161,5,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",1124963981.13867,384586.929091297
1161,5,1115,Aipysurus apraefrontalis,Short-nosed Seasnake,1124963981.13867,384586.929091297
1162,5,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,1929214159.96875,486841.217151375
1162,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1929214159.96875,486841.217151375
1162,5,1765,Chelonia mydas,Green Turtle,1929214159.96875,486841.217151375
1162,5,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",1929214159.96875,486841.217151375
1162,5,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfi",1929214159.96875,486841.217151375
1163,5,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,478379139.818359,225858.198875771
1163,5,123,Notomys aquilo,"Northern Hopping-mouse, Woorrentinta",478379139.818359,225858.198875771
1163,5,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",478379139.818359,225858.198875771
1163,5,1765,Chelonia mydas,Green Turtle,478379139.818359,225858.198875771
1163,5,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",478379139.818359,225858.198875771
1164,5,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",37379715.125,24563.4572024402
1164,5,26181,Anstisia alba,"White-bellied Frog, Creek Frog",37379715.125,24563.4572024402
1164,5,330,Dasyurus geoffroii,"Chuditch, Western Quoll",37379715.125,24563.4572024402
1164,5,229,Setonix brachyurus,Quokka,37379715.125,24563.4572024402
1164,5,25911,Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",37379715.125,24563.4572024402
1165,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",14179475886.084,3063024.93663915
1165,6,942,Erythrotriorchis radiatus,Red Goshawk,14179475886.084,3063024.93663915
1165,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",14179475886.084,3063024.93663915
1165,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",14179475886.084,3063024.93663915
1165,6,1765,Chelonia mydas,Green Turtle,14179475886.084,3063024.93663915
1165,6,1767,Lepidochelys olivacea,Olive Ridley Tur,14179475886.084,3063024.93663915
1166,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",204929894.238281,57941.4005487858
1166,6,942,Erythrotriorchis radiatus,Red Goshawk,204929894.238281,57941.4005487858
1166,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",204929894.238281,57941.4005487858
1166,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",204929894.238281,57941.4005487858
1166,6,1656,Delma torquata,"Adorned Delma, Collared Delma",204929894.238281,57941.4005487858
1166,6,1765,Chelonia mydas,,204929894.238281,57941.4005487858
1167,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",96863738.0332031,68201.5178644647
1167,6,942,Erythrotriorchis radiatus,Red Goshawk,96863738.0332031,68201.5178644647
1167,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",96863738.0332031,68201.5178644647
1167,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",96863738.0332031,68201.5178644647
1167,6,185,Pteropus conspicillatus,Spectacled Flying-fox,96863738.0332031,68201.5178644647
1167,6,1765,Chelonia mydas,Green T,96863738.0332031,68201.5178644647
1168,9,1001,Botaurus poiciloptilus,Australasian Bittern,1917834176.53906,541744.800240489
1168,9,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",1917834176.53906,541744.800240489
1168,9,82338,Anthochaera phrygia,Regent Honeyeater,1917834176.53906,541744.800240489
1168,9,744,Lathamus discolor,Swift Parrot,1917834176.53906,541744.800240489
1168,9,19162,Rhodomyrtus psidioides,Native Guava,1917834176.53906,541744.800240489
1168,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1917834176.53906,541744.800240489
1168,9,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",1917834176.53906,541744.800240489
1168,9,1765,Chelonia mydas,Green,1917834176.53906,541744.800240489
1168,9,68751,Carcharias taurus (east coast population,,1917834176.53906,541744.800240489
1169,9,1001,Botaurus poiciloptilus,Australasian Bittern,36783937.4492188,24349.3786483916
1169,9,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",36783937.4492188,24349.3786483916
1169,9,82338,Anthochaera phrygia,Regent Honeyeater,36783937.4492188,24349.3786483916
1169,9,744,Lathamus discolor,Swift Parrot,36783937.4492188,24349.3786483916
1169,9,19162,Rhodomyrtus psidioides,Native Guava,36783937.4492188,24349.3786483916
1169,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",36783937.4492188,24349.3786483916
1169,9,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",36783937.4492188,24349.3786483916
1169,9,1765,Chelonia mydas,Green Turtle,36783937.4492188,24349.3786483916
1169,9,68751,Carcharias taurus (east coast pop,Grey Nurse Shark,36783937.4492188,24349.3786483916
1170,9,1001,Botaurus poiciloptilus,Australasian Bittern,257383996.457031,134798.907363553
1170,9,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",257383996.457031,134798.907363553
1170,9,82338,Anthochaera phrygia,Regent Honeyeater,257383996.457031,134798.907363553
1170,9,744,Lathamus discolor,Swift Parrot,257383996.457031,134798.907363553
1170,9,19162,Rhodomyrtus psidioides,Native Guava,257383996.457031,134798.907363553
1170,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",257383996.457031,134798.907363553
1170,9,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",257383996.457031,134798.907363553
1170,9,66240,Hippocampus whitei,"White's Seahorse, Crowned Seah",257383996.457031,134798.907363553
1170,9,1765,Chelonia mydas,,257383996.457031,134798.907363553
1171,9,1001,Botaurus poiciloptilus,Australasian Bittern,35927549.34375,24041.6559759091
1171,9,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",35927549.34375,24041.6559759091
1171,9,82338,Anthochaera phrygia,Regent Honeyeater,35927549.34375,24041.6559759091
1171,9,744,Lathamus discolor,Swift Parrot,35927549.34375,24041.6559759091
1171,9,19162,Rhodomyrtus psidioides,Native Guava,35927549.34375,24041.6559759091
1171,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,35927549.34375,24041.6559759091
1171,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35927549.34375,24041.6559759091
1171,9,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",35927549.34375,24041.6559759091
1171,9,1765,Chelonia mydas,Green Turt,35927549.34375,24041.6559759091
1172,9,1001,Botaurus poiciloptilus,Australasian Bittern,69932697.0585938,47392.5427183465
1172,9,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",69932697.0585938,47392.5427183465
1172,9,82338,Anthochaera phrygia,Regent Honeyeater,69932697.0585938,47392.5427183465
1172,9,19162,Rhodomyrtus psidioides,Native Guava,69932697.0585938,47392.5427183465
1172,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",69932697.0585938,47392.5427183465
1172,9,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",69932697.0585938,47392.5427183465
1172,9,1765,Chelonia mydas,Green Turtle,69932697.0585938,47392.5427183465
1172,9,1767,Lepidochelys olivacea,Olive,69932697.0585938,47392.5427183465
1172,9,68751,Carcharias taurus (east coast popula,,69932697.0585938,47392.5427183465
1173,7,1001,Botaurus poiciloptilus,Australasian Bittern,118442514.820313,50633.6329198258
1173,7,747,Neophema chrysogaster,Orange-bellied Parrot,118442514.820313,50633.6329198258
1173,7,906,Pedionomus torquatus,Plains-wanderer,118442514.820313,50633.6329198258
1173,7,82338,Anthochaera phrygia,Regent Honeyeater,118442514.820313,50633.6329198258
1173,7,744,Lathamus discolor,Swift Parrot,118442514.820313,50633.6329198258
1173,7,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",118442514.820313,50633.6329198258
1173,7,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,118442514.820313,50633.6329198258
1174,5,1001,Botaurus poiciloptilus,Australasian Bittern,7864071143.60938,1493842.18052906
1174,5,906,Pedionomus torquatus,Plains-wanderer,7864071143.60938,1493842.18052906
1174,5,744,Lathamus discolor,Swift Parrot,7864071143.60938,1493842.18052906
