FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
1538,7,1001,Botaurus poiciloptilus,Australasian Bittern,35193807.4257813,23778.0032925249
1538,7,942,Erythrotriorchis radiatus,Red Goshawk,35193807.4257813,23778.0032925249
1538,7,82338,Anthochaera phrygia,Regent Honeyeater,35193807.4257813,23778.0032925249
1538,7,744,Lathamus discolor,Swift Parrot,35193807.4257813,23778.0032925249
1538,7,74525,Antrophyum austroqueenslandicum,"Border Ranges Lined Fern, Lamington Ox Tongue Fern",35193807.4257813,23778.0032925249
1538,7,19162,Rhodomyrtus psidioides,Native Guava,35193807.4257813,23778.0032925249
1538,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35193807.4257813,23778.0032925249
1539,7,1001,Botaurus poiciloptilus,Australasian Bittern,314951882.160156,118538.62747053
1539,7,942,Erythrotriorchis radiatus,Red Goshawk,314951882.160156,118538.62747053
1539,7,82338,Anthochaera phrygia,Regent Honeyeater,314951882.160156,118538.62747053
1539,7,744,Lathamus discolor,Swift Parrot,314951882.160156,118538.62747053
1539,7,78866,Gossia gonoclada,Angle-stemmed Myrtle,314951882.160156,118538.62747053
1539,7,19162,Rhodomyrtus psidioides,Native Guava,314951882.160156,118538.62747053
1539,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",314951882.160156,118538.62747053
1540,7,942,Erythrotriorchis radiatus,Red Goshawk,928702830.851563,228402.695806685
1540,7,82338,Anthochaera phrygia,Regent Honeyeater,928702830.851563,228402.695806685
1540,7,744,Lathamus discolor,Swift Parrot,928702830.851563,228402.695806685
1540,7,19162,Rhodomyrtus psidioides,Native Guava,928702830.851563,228402.695806685
1540,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,928702830.851563,228402.695806685
1540,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",928702830.851563,228402.695806685
1540,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",928702830.851563,228402.695806685
1541,7,942,Erythrotriorchis radiatus,Red Goshawk,69773661.7109375,34799.646466153
1541,7,82338,Anthochaera phrygia,Regent Honeyeater,69773661.7109375,34799.646466153
1541,7,744,Lathamus discolor,Swift Parrot,69773661.7109375,34799.646466153
1541,7,19162,Rhodomyrtus psidioides,Native Guava,69773661.7109375,34799.646466153
1541,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",69773661.7109375,34799.646466153
1541,7,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",69773661.7109375,34799.646466153
1541,7,1656,Delma torquata,"Adorned Delma, Colla",69773661.7109375,34799.646466153
1542,7,942,Erythrotriorchis radiatus,Red Goshawk,142537558.136719,60681.7643515015
1542,7,82338,Anthochaera phrygia,Regent Honeyeater,142537558.136719,60681.7643515015
1542,7,744,Lathamus discolor,Swift Parrot,142537558.136719,60681.7643515015
1542,7,19162,Rhodomyrtus psidioides,Native Guava,142537558.136719,60681.7643515015
1542,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",142537558.136719,60681.7643515015
1542,7,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",142537558.136719,60681.7643515015
1542,7,1765,Chelonia mydas,Green Turtle,142537558.136719,60681.7643515015
1543,7,942,Erythrotriorchis radiatus,Red Goshawk,3312304656.02344,348896.480671429
1543,7,82338,Anthochaera phrygia,Regent Honeyeater,3312304656.02344,348896.480671429
1543,7,744,Lathamus discolor,Swift Parrot,3312304656.02344,348896.480671429
1543,7,19162,Rhodomyrtus psidioides,Native Guava,3312304656.02344,348896.480671429
1543,7,1935,Philoria kundagungan,Mountain Frog,3312304656.02344,348896.480671429
1543,7,225,Petrogale penicillata,Brush-tailed Rock-wallaby,3312304656.02344,348896.480671429
1543,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",3312304656.02344,348896.480671429
1544,7,942,Erythrotriorchis radiatus,Red Goshawk,69325253.4414063,47174.2723287673
1544,7,82338,Anthochaera phrygia,Regent Honeyeater,69325253.4414063,47174.2723287673
1544,7,744,Lathamus discolor,Swift Parrot,69325253.4414063,47174.2723287673
1544,7,19162,Rhodomyrtus psidioides,Native Guava,69325253.4414063,47174.2723287673
1544,7,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,69325253.4414063,47174.2723287673
1544,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",69325253.4414063,47174.2723287673
1544,7,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",69325253.4414063,47174.2723287673
1545,7,942,Erythrotriorchis radiatus,Red Goshawk,35927549.3320313,24041.6559708297
1545,7,82338,Anthochaera phrygia,Regent Honeyeater,35927549.3320313,24041.6559708297
1545,7,744,Lathamus discolor,Swift Parrot,35927549.3320313,24041.6559708297
1545,7,19162,Rhodomyrtus psidioides,Native Guava,35927549.3320313,24041.6559708297
1545,7,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,35927549.3320313,24041.6559708297
1545,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35927549.3320313,24041.6559708297
1545,7,86072,Wollumbinia georgesi,"Georges' Snapping Turtle, Bellinger River Sawshell Turtle, Georges Helmeted Turtl",35927549.3320313,24041.6559708297
1546,6,934,Leipoa ocellata,Malleefowl,110351862.832031,50784.2589965992
1546,6,82338,Anthochaera phrygia,Regent Honeyeater,110351862.832031,50784.2589965992
1546,6,744,Lathamus discolor,Swift Parrot,110351862.832031,50784.2589965992
1546,6,225,Petrogale penicillata,Brush-tailed Rock-wallaby,110351862.832031,50784.2589965992
1546,6,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",110351862.832031,50784.2589965992
1546,6,64545,Wollemia nobilis,Wollemi Pine,110351862.832031,50784.2589965992
1547,6,934,Leipoa ocellata,Malleefowl,116875241.460938,64260.2278731122
1547,6,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,116875241.460938,64260.2278731122
1547,6,744,Lathamus discolor,Swift Parrot,116875241.460938,64260.2278731122
1547,6,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",116875241.460938,64260.2278731122
1547,6,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,116875241.460938,64260.2278731122
1547,6,76211,Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",116875241.460938,64260.2278731122
1548,6,934,Leipoa ocellata,Malleefowl,38958392.484375,25130.7173429654
1548,6,906,Pedionomus torquatus,Plains-wanderer,38958392.484375,25130.7173429654
1548,6,82338,Anthochaera phrygia,Regent Honeyeater,38958392.484375,25130.7173429654
1548,6,744,Lathamus discolor,Swift Parrot,38958392.484375,25130.7173429654
1548,6,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",38958392.484375,25130.7173429654
1548,6,76211,Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",38958392.484375,25130.7173429654
1549,6,934,Leipoa ocellata,Malleefowl,38526844.1328125,24975.6507086438
1549,6,906,Pedionomus torquatus,Plains-wanderer,38526844.1328125,24975.6507086438
1549,6,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,38526844.1328125,24975.6507086438
1549,6,744,Lathamus discolor,Swift Parrot,38526844.1328125,24975.6507086438
1549,6,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",38526844.1328125,24975.6507086438
1549,6,66766,Paralucia pyrodiscus lucida,Eltham Copper Butterfly,38526844.1328125,24975.6507086438
1550,6,934,Leipoa ocellata,Malleefowl,78046816.3515625,39176.2112223609
1550,6,906,Pedionomus torquatus,Plains-wanderer,78046816.3515625,39176.2112223609
1550,6,744,Lathamus discolor,Swift Parrot,78046816.3515625,39176.2112223609
1550,6,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",78046816.3515625,39176.2112223609
1550,6,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,78046816.3515625,39176.2112223609
1550,6,76211,Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",78046816.3515625,39176.2112223609
1551,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",417675310.722656,216873.349429148
1551,6,82338,Anthochaera phrygia,Regent Honeyeater,417675310.722656,216873.349429148
1551,6,66240,Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",417675310.722656,216873.349429148
1551,6,1765,Chelonia mydas,Green Turtle,417675310.722656,216873.349429148
1551,6,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",417675310.722656,216873.349429148
1551,6,68751,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),417675310.722656,216873.349429148
1552,6,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",1192178681.54883,319630.876999637
1552,6,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",1192178681.54883,319630.876999637
1552,6,1765,Chelonia mydas,Green Turtle,1192178681.54883,319630.876999637
1552,6,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",1192178681.54883,319630.876999637
1552,6,1115,Aipysurus apraefrontalis,Short-nosed Seasnake,1192178681.54883,319630.876999637
1552,6,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichh",1192178681.54883,319630.876999637
1553,9,1001,Botaurus poiciloptilus,Australasian Bittern,34950214.4882813,23690.4739777601
1553,9,942,Erythrotriorchis radiatus,Red Goshawk,34950214.4882813,23690.4739777601
1553,9,82338,Anthochaera phrygia,Regent Honeyeater,34950214.4882813,23690.4739777601
1553,9,744,Lathamus discolor,Swift Parrot,34950214.4882813,23690.4739777601
1553,9,78866,Gossia gonoclada,Angle-stemmed Myrtle,34950214.4882813,23690.4739777601
1553,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34950214.4882813,23690.4739777601
1553,9,1656,Delma torquata,"Adorned Delma, Collared Delma",34950214.4882813,23690.4739777601
1553,9,1765,Chelonia mydas,Green Turtle,34950214.4882813,23690.4739777601
1553,9,1767,Lepidochelys olivacea,"Olive Ridley Turtle, Pacific",34950214.4882813,23690.4739777601
1554,9,1001,Botaurus poiciloptilus,Australasian Bittern,140941323.476563,47585.8475101039
1554,9,942,Erythrotriorchis radiatus,Red Goshawk,140941323.476563,47585.8475101039
1554,9,82338,Anthochaera phrygia,Regent Honeyeater,140941323.476563,47585.8475101039
1554,9,744,Lathamus discolor,Swift Parrot,140941323.476563,47585.8475101039
1554,9,19162,Rhodomyrtus psidioides,Native Guava,140941323.476563,47585.8475101039
1554,9,67178,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",140941323.476563,47585.8475101039
1554,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,140941323.476563,47585.8475101039
1554,9,225,Petrogale penicillata,Brush-tailed Rock-wallaby,140941323.476563,47585.8475101039
1554,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales",140941323.476563,47585.8475101039
1555,9,1001,Botaurus poiciloptilus,Australasian Bittern,105766615.34375,71400.5545968386
1555,9,942,Erythrotriorchis radiatus,Red Goshawk,105766615.34375,71400.5545968386
1555,9,82338,Anthochaera phrygia,Regent Honeyeater,105766615.34375,71400.5545968386
1555,9,744,Lathamus discolor,Swift Parrot,105766615.34375,71400.5545968386
1555,9,19162,Rhodomyrtus psidioides,Native Guava,105766615.34375,71400.5545968386
1555,9,67178,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",105766615.34375,71400.5545968386
1555,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,105766615.34375,71400.5545968386
1555,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital",105766615.34375,71400.5545968386
1555,9,1765,Chelonia mydas,,105766615.34375,71400.5545968386
1556,9,1001,Botaurus poiciloptilus,Australasian Bittern,70520728.21875,34933.8666855993
1556,9,942,Erythrotriorchis radiatus,Red Goshawk,70520728.21875,34933.8666855993
1556,9,82338,Anthochaera phrygia,Regent Honeyeater,70520728.21875,34933.8666855993
1556,9,744,Lathamus discolor,Swift Parrot,70520728.21875,34933.8666855993
1556,9,19162,Rhodomyrtus psidioides,Native Guava,70520728.21875,34933.8666855993
1556,9,67178,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",70520728.21875,34933.8666855993
1556,9,86084,Phyllodes imperialis smithersi,Pink Underwing Moth,70520728.21875,34933.8666855993
1556,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital",70520728.21875,34933.8666855993
1556,9,96,Pseudomys novaeholland,,70520728.21875,34933.8666855993
1557,9,1001,Botaurus poiciloptilus,Australasian Bittern,34639776.6171875,23578.9255236151
1557,9,942,Erythrotriorchis radiatus,Red Goshawk,34639776.6171875,23578.9255236151
1557,9,82338,Anthochaera phrygia,Regent Honeyeater,34639776.6171875,23578.9255236151
1557,9,744,Lathamus discolor,Swift Parrot,34639776.6171875,23578.9255236151
1557,9,19162,Rhodomyrtus psidioides,Native Guava,34639776.6171875,23578.9255236151
1557,9,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",34639776.6171875,23578.9255236151
1557,9,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",34639776.6171875,23578.9255236151
1557,9,1765,Chelonia mydas,,34639776.6171875,23578.9255236151
1557,9,1767,Lepidochelys olivacea,,34639776.6171875,23578.9255236151
1558,7,1001,Botaurus poiciloptilus,Australasian Bittern,176285630.316406,82555.8635424241
1558,7,942,Erythrotriorchis radiatus,Red Goshawk,176285630.316406,82555.8635424241
1558,7,82338,Anthochaera phrygia,Regent Honeyeater,176285630.316406,82555.8635424241
1558,7,744,Lathamus discolor,Swift Parrot,176285630.316406,82555.8635424241
1558,7,19162,Rhodomyrtus psidioides,Native Guava,176285630.316406,82555.8635424241
1558,7,67178,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",176285630.316406,82555.8635424241
1558,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",176285630.316406,82555.8635424241
1559,7,1001,Botaurus poiciloptilus,Australasian Bittern,141114297.621094,82509.1671006694
1559,7,942,Erythrotriorchis radiatus,Red Goshawk,141114297.621094,82509.1671006694
1559,7,82338,Anthochaera phrygia,Regent Honeyeater,141114297.621094,82509.1671006694
1559,7,744,Lathamus discolor,Swift Parrot,141114297.621094,82509.1671006694
1559,7,19162,Rhodomyrtus psidioides,Native Guava,141114297.621094,82509.1671006694
1559,7,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",141114297.621094,82509.1671006694
